conference,session,center_time_sec,rel_sec,sent_time_sec,speaker,text
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,-8.4970873786408,758.0,Morgan Raven,"I was gonna say it does seem like there might be some sort of broad first principles you could put on a question like this if we just think about like if you're living in an aqueous system, you need something that's hydrophobic and you need something that's hydrophilic and you have an edge and you have an inside and like so there's going to be some bounds on how much, you know, cell membrane that you need and how much volume that you need and at some point maybe just those like super basic functional classes are able to tell us something about we need something that's going to, you know, fold in a hydrophilic way or something like that and I mean those bounds might be way too big to be useful and cell size, who knows, but um."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,-7.927006516107099,758.5700808625337,Morgan Raven,I don't know.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,-6.774956231099736,759.7221311475411,Smadar Naoz,"Maybe to follow up on this question, I I have another question along these lines."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,-5.545604898856482,760.9514824797843,Morgan Raven,Um I think there are certainly ways to get false positive on that kind of thing.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,-4.997087378640799,761.5,Noah Planavsky,Struggling to throw anything other than a word salad on the old page.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,-3.084834003770652,763.4122533748701,Smadar Naoz,"I don't know if people are interested in that at all, but I'm trying to be very if you notice because I'm so out of the field of all of you guys, so I'm trying to push a lot."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,-2.497087378640799,764.0,Niki Parenteau,"Mhm, yeah, thank you."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,-0.2410320153189786,766.2560553633218,Stilianos Louca,"Uh we look both at modern ecosystems especially uh weird ones like anoxic zones in the ocean and hot springs, but also try to understand the history of microbial evolution uh using using the kind of data we we have available, which is not much."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,0.0,766.4970873786408,Niki Parenteau,"I have put uh I pasted the link for the slide deck that we're supposed to record uh the key points in and you might also include like if you feel like you're converging on a potential project, you might include that like as the last bullet point."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,2.567666719719796,769.0647540983606,Smadar Naoz,"So I wonder along whether or not it's universal, um, do we can we connect this to the type of star that the planet will host or that will host a planet and where it is, how big it is, is it a moon?"
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,2.964491022189918,769.4615784008307,Smadar Naoz,I hope it's okay.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,4.160055478502045,770.6571428571428,Niki Parenteau,"No, I think it's great."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,5.280690399136915,771.7777777777777,Niki Parenteau,"So I wanted to um, I was just checking the participant list."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,5.861899589640416,772.3589869682812,Jay Forsythe(he/him),"And an issue with that just experimentally like on on more like like experimental side is, you know, even if, you know, even if we do collect, you know, like a lot of a lot of meteorite on earth and we're, you know, we take it to our lab, the just the sample preparation that we perform to so that we can do organic analysis, you know, sometimes that actually could break down some of the more complex um organics that were present in there and we actually can't see them because just by just in order to extract them, you know, we have to use like really strong acid and things like that."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,8.893916081566886,775.3910034602077,Stilianos Louca,"Um, yeah, that's it."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,10.280690399137027,776.7777777777778,Niki Parenteau,"It seems like Simon, are you back with us again?"
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,10.702912621359246,777.2,Niki Parenteau,"And again bringing in that exoplanet perspective and and also it it I think as Vicky said earlier, um helping for this group in particular to understand what type of data is going to be available out there."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,11.338978195129698,777.8360655737705,Smadar Naoz,"Um, I mean, I think that there are lots and does it move, right?"
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,13.102912621359224,779.6,Simon Darroch,"I am, I'm back."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,14.102912621359224,780.6,Simon Darroch,Thank you.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,15.811650485436871,782.3087378640777,Niki Parenteau,So I heard like Rika and Noah in particular um talk about mining the molecular record and the the the rock record um to get a nutrient limitation and apply that in a modeling sense to like ocean worlds or something along those lines.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,17.018486391850956,783.5155737704918,Smadar Naoz,"Because I think that we we now understand that planets don't stay where they were born, they move around."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,17.544435112708697,784.0415224913495,Stilianos Louca,"I guess I I want to use my last three seconds and ask Jeff if he could just share the link to his document and then we we could all contribute if needed, if if he misses something, we can add notes and so that's just a suggestion."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,18.331484049930623,784.8285714285714,Niki Parenteau,"You know, how are we going to be observationally constrained."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,766.4970873786408,19.5029126213592,786.0,Niki Parenteau,"Yeah, I just want to check in and see if you had any thoughts about the various topics that we've been uh discussing."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,-19.205577877372093,753.1534090909091,Noah Planavsky,Even though the goal of this is to not sit silently by ourselves.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,-17.858986968281215,754.5,Jeffrey Marlow,Sure.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,-15.344449065892944,757.0145379023883,Smadar Naoz,That's a very extreme place.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,-15.170637453718086,757.1883495145631,Niki Parenteau,So thanks Jeff for summarizing that.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,-14.358986968281217,758.0,Morgan Raven,"I was gonna say it does seem like there might be some sort of broad first principles you could put on a question like this if we just think about like if you're living in an aqueous system, you need something that's hydrophobic and you need something that's hydrophilic and you have an edge and you have an inside and like so there's going to be some bounds on how much, you know, cell membrane that you need and how much volume that you need and at some point maybe just those like super basic functional classes are able to tell us something about we need something that's going to, you know, fold in a hydrophilic way or something like that and I mean those bounds might be way too big to be useful and cell size, who knows, but um."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,-14.358986968281217,758.0,Niki Parenteau,We'll just do that at the beginning and then we'll chat.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,-13.788906105747516,758.5700808625337,Morgan Raven,I don't know.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,-12.636855820740152,759.7221311475411,Smadar Naoz,"Maybe to follow up on this question, I I have another question along these lines."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,-11.407504488496896,760.9514824797843,Morgan Raven,Um I think there are certainly ways to get false positive on that kind of thing.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,-10.858986968281217,761.5,Noah Planavsky,Struggling to throw anything other than a word salad on the old page.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,-8.946733593411068,763.4122533748701,Smadar Naoz,"I don't know if people are interested in that at all, but I'm trying to be very if you notice because I'm so out of the field of all of you guys, so I'm trying to push a lot."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,-8.358986968281215,764.0,Niki Parenteau,"Mhm, yeah, thank you."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,-6.1029316049593945,766.2560553633218,Stilianos Louca,"Uh we look both at modern ecosystems especially uh weird ones like anoxic zones in the ocean and hot springs, but also try to understand the history of microbial evolution uh using using the kind of data we we have available, which is not much."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,-5.861899589640416,766.4970873786408,Niki Parenteau,"I have put uh I pasted the link for the slide deck that we're supposed to record uh the key points in and you might also include like if you feel like you're converging on a potential project, you might include that like as the last bullet point."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,-3.29423286992062,769.0647540983606,Smadar Naoz,"So I wonder along whether or not it's universal, um, do we can we connect this to the type of star that the planet will host or that will host a planet and where it is, how big it is, is it a moon?"
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,-2.8974085674504977,769.4615784008307,Smadar Naoz,I hope it's okay.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,-1.7018441111383709,770.6571428571428,Niki Parenteau,"No, I think it's great."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,-0.5812091905035004,771.7777777777777,Niki Parenteau,"So I wanted to um, I was just checking the participant list."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,0.0,772.3589869682812,Jay Forsythe(he/him),"And an issue with that just experimentally like on on more like like experimental side is, you know, even if, you know, even if we do collect, you know, like a lot of a lot of meteorite on earth and we're, you know, we take it to our lab, the just the sample preparation that we perform to so that we can do organic analysis, you know, sometimes that actually could break down some of the more complex um organics that were present in there and we actually can't see them because just by just in order to extract them, you know, we have to use like really strong acid and things like that."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,3.03201649192647,775.3910034602077,Stilianos Louca,"Um, yeah, that's it."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,4.418790809496613,776.7777777777778,Niki Parenteau,"It seems like Simon, are you back with us again?"
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,4.8410130317188305,777.2,Niki Parenteau,"And again bringing in that exoplanet perspective and and also it it I think as Vicky said earlier, um helping for this group in particular to understand what type of data is going to be available out there."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,5.477078605489282,777.8360655737705,Smadar Naoz,"Um, I mean, I think that there are lots and does it move, right?"
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,7.241013031718808,779.6,Simon Darroch,"I am, I'm back."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,8.241013031718808,780.6,Simon Darroch,Thank you.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,9.949750895796456,782.3087378640777,Niki Parenteau,So I heard like Rika and Noah in particular um talk about mining the molecular record and the the the rock record um to get a nutrient limitation and apply that in a modeling sense to like ocean worlds or something along those lines.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,11.15658680221054,783.5155737704918,Smadar Naoz,"Because I think that we we now understand that planets don't stay where they were born, they move around."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,11.682535523068282,784.0415224913495,Stilianos Louca,"I guess I I want to use my last three seconds and ask Jeff if he could just share the link to his document and then we we could all contribute if needed, if if he misses something, we can add notes and so that's just a suggestion."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,12.469584460290209,784.8285714285714,Niki Parenteau,"You know, how are we going to be observationally constrained."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,13.641013031718783,786.0,Niki Parenteau,"Yeah, I just want to check in and see if you had any thoughts about the various topics that we've been uh discussing."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,19.183870174575983,791.5428571428572,Niki Parenteau,Um I think that we would like a richness of data but we're going to have to deal with limited data and how do we use that to our advantage again to focus our search for life.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,772.3589869682812,19.43176728962635,791.7907542579076,Jav Forsythe,Can I add something about um compartmentalization and structure?
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,-19.956483274091056,737.2318662404721,Jay Forsythe(he/him),"And so they the like the history of those in terms of their kind of weathering and and things like like melting cycles, things like that is really plays a huge role in the content, the organic content that we detect."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,-19.80373412994777,737.3846153846154,Niki Parenteau,So how are we doing?
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,-19.33308635666845,737.8552631578947,Niki Parenteau,"Oh sorry, go ahead, go ahead."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,-18.80373412994777,738.3846153846154,Niki Parenteau,Do we need another minute or so?
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,-17.85270937615485,739.3356401384083,Stilianos Louca,I'm at the University of Oregon.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,-15.56975113181386,741.6185983827493,Morgan Raven,"Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers to do it because there I mean there certainly are theoretically ways to produce stuff like that that would not necessarily require life unless you had some sort of sort of more detailed molecular information about what that is and that could be a bio strictly defined or just something about complexity."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,-14.767263655977215,742.4210858585859,Jeffrey Marlow,So that's what jumped out at me at least.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,-12.487095518989008,744.7012539955741,Jay Forsythe(he/him),I also wanted to related to that.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,-11.453655637012048,745.7346938775511,Erik Sperling,I just want to clarify really quick that oxygen is really important.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,-10.95198587819948,746.2363636363636,Morgan Raven,"And like how much of phosphorus and nitrogen being the story and iron being the story is something we could assume is something fundamental that comes out of continental differentiation and crustal differentiation and how much of it is a weird quirk of the way our minerals work on the surface Earth and I don't know, have you guys thought about that before?"
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,-10.942243595560058,746.2461059190031,Smadar Naoz,"So not necessarily, I mean, there is a prediction of a lot of free floating planets that usually people think that are completely not interesting, but if this free floating planet isn't actually a very dense area, um and there are lots of stars around, you know, overall it gets uh the temperature that it needs."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,-9.787316812325573,747.4010327022376,Jay Forsythe(he/him),I wanted to mention um um uh smarter is it is that right?
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,-9.38834951456306,747.8000000000001,Noah Planavsky,I'd take another minute.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,-8.46896175946108,748.719387755102,Erik Sperling,"It's just you know, there's other things as well."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,-8.388349514563174,748.8,Noah Planavsky,Sorry.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,-8.060321832902218,749.1280276816609,Stilianos Louca,"I'm coming long back, coming from physics, um, and and mathematics and then moved to sort of biological modeling, bioinformatics and nowadays my lab we do uh we study microbial ecology and evolution using a lot of sequencing techniques, phylogenomics."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,-7.688349514563129,749.5,Niki Parenteau,No worries.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,-6.7338040600177465,750.4545454545454,Noah Planavsky,That's a tricky.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,-6.0803949691086245,751.1079545454545,Noah Planavsky,I know.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,-5.287685634553327,751.9006638800098,Jay Forsythe(he/him),"You you brought up um, you know, like deliver like net delivery versus um destruction, right?"
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,-5.203655637012162,751.984693877551,Erik Sperling,"And yeah, everyone's known that but we need to, you know, kind of refocus that."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,-4.034940423654007,753.1534090909091,Noah Planavsky,Even though the goal of this is to not sit silently by ourselves.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,-2.6883495145631287,754.5,Jeffrey Marlow,Sure.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,-0.1738116121748589,757.0145379023883,Smadar Naoz,That's a very extreme place.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,0.0,757.1883495145631,Niki Parenteau,So thanks Jeff for summarizing that.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,0.8116504854368713,758.0,Niki Parenteau,We'll just do that at the beginning and then we'll chat.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,0.8116504854368713,758.0,Morgan Raven,"I was gonna say it does seem like there might be some sort of broad first principles you could put on a question like this if we just think about like if you're living in an aqueous system, you need something that's hydrophobic and you need something that's hydrophilic and you have an edge and you have an inside and like so there's going to be some bounds on how much, you know, cell membrane that you need and how much volume that you need and at some point maybe just those like super basic functional classes are able to tell us something about we need something that's going to, you know, fold in a hydrophilic way or something like that and I mean those bounds might be way too big to be useful and cell size, who knows, but um."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,1.3817313479705715,758.5700808625337,Morgan Raven,I don't know.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,2.5337816329779344,759.7221311475411,Smadar Naoz,"Maybe to follow up on this question, I I have another question along these lines."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,3.763132965221189,760.9514824797843,Morgan Raven,Um I think there are certainly ways to get false positive on that kind of thing.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,4.311650485436871,761.5,Noah Planavsky,Struggling to throw anything other than a word salad on the old page.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,6.2239038603070185,763.4122533748701,Smadar Naoz,"I don't know if people are interested in that at all, but I'm trying to be very if you notice because I'm so out of the field of all of you guys, so I'm trying to push a lot."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,6.811650485436871,764.0,Niki Parenteau,"Mhm, yeah, thank you."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,9.067705848758692,766.2560553633218,Stilianos Louca,"Uh we look both at modern ecosystems especially uh weird ones like anoxic zones in the ocean and hot springs, but also try to understand the history of microbial evolution uh using using the kind of data we we have available, which is not much."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,9.30873786407767,766.4970873786408,Niki Parenteau,"I have put uh I pasted the link for the slide deck that we're supposed to record uh the key points in and you might also include like if you feel like you're converging on a potential project, you might include that like as the last bullet point."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,11.876404583797466,769.0647540983606,Smadar Naoz,"So I wonder along whether or not it's universal, um, do we can we connect this to the type of star that the planet will host or that will host a planet and where it is, how big it is, is it a moon?"
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,12.273228886267589,769.4615784008307,Smadar Naoz,I hope it's okay.
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,13.468793342579715,770.6571428571428,Niki Parenteau,"No, I think it's great."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,757.1883495145631,14.589428263214586,771.7777777777777,Niki Parenteau,"So I wanted to um, I was just checking the participant list."
