session_id,n_sent,mean_novelty,median_novelty,pct_high_novelty_(>0.8),longest_final_low_novelty_run,plot_path,examples_path
2021_06_11_SLU_S13,464,0.7965621798290974,0.9114652685821056,0.6961206896551724,0,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_06_11_SLU_S13_novelty.png,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_06_11_SLU_S13_examples.csv
2021_04_23_MND_S3,369,0.7851105020206414,0.932769887149334,0.6964769647696477,0,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_04_23_MND_S3_novelty.png,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_04_23_MND_S3_examples.csv
2021_05_21_ABI_S10,488,0.7717540121108167,0.9358350224792957,0.6967213114754098,0,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_05_21_ABI_S10_novelty.png,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_05_21_ABI_S10_examples.csv
2021_04_22_MND_S5,553,0.78347338494806,0.9332639276981354,0.6980108499095841,0,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_04_22_MND_S5_novelty.png,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_04_22_MND_S5_examples.csv
2021_05_20_ABI_S1,250,0.800861130552832,0.9265518523752689,0.7,0,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_05_20_ABI_S1_novelty.png,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_05_20_ABI_S1_examples.csv
2021_04_22_MND_S7,371,0.7825042226212475,0.9219573959708214,0.7008086253369272,0,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_04_22_MND_S7_novelty.png,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_04_22_MND_S7_examples.csv
2021_04_22_MND_S4,522,0.7692472307138383,0.9330561980605125,0.7126436781609196,0,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_04_22_MND_S4_novelty.png,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_04_22_MND_S4_examples.csv
2021_05_21_ABI_S8,640,0.7957392692534085,0.9408155977725983,0.715625,0,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_05_21_ABI_S8_novelty.png,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_05_21_ABI_S8_examples.csv
2021_06_10_SLU_S1,503,0.7928699950977353,0.9267835840582848,0.7176938369781312,0,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_06_10_SLU_S1_novelty.png,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_06_10_SLU_S1_examples.csv
2021_04_23_MND_S4,125,0.8122898142393679,0.9330954179167747,0.72,0,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_04_23_MND_S4_novelty.png,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_04_23_MND_S4_examples.csv
2021_06_10_SLU_S6,550,0.8095094311967577,0.9300033673644066,0.7218181818181818,0,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_06_10_SLU_S6_novelty.png,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_06_10_SLU_S6_examples.csv
2021_10_01_MZT_S4,543,0.801052133910659,0.935232140123844,0.7237569060773481,0,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_10_01_MZT_S4_novelty.png,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_10_01_MZT_S4_examples.csv
2021_05_21_ABI_S11,464,0.7967458511815619,0.9372746460139751,0.7241379310344828,0,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_05_21_ABI_S11_novelty.png,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_05_21_ABI_S11_examples.csv
2021_06_11_SLU_S11,480,0.7969561641194256,0.9337848015129566,0.7270833333333333,0,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_06_11_SLU_S11_novelty.png,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_06_11_SLU_S11_examples.csv
2021_05_20_ABI_S5,513,0.7909076802012035,0.9248309805989264,0.7290448343079922,0,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_05_20_ABI_S5_novelty.png,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_05_20_ABI_S5_examples.csv
2021_05_21_ABI_S9,459,0.8068604898897217,0.9375775381922722,0.7342047930283224,0,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_05_21_ABI_S9_novelty.png,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_05_21_ABI_S9_examples.csv
2021_06_11_SLU_S7,485,0.8144532100836381,0.9312642589211464,0.7360824742268042,0,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_06_11_SLU_S7_novelty.png,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_06_11_SLU_S7_examples.csv
2021_06_11_SLU_S4,502,0.8003403415283804,0.9330093488097191,0.7370517928286853,0,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_06_11_SLU_S4_novelty.png,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_06_11_SLU_S4_examples.csv
2021_05_21_ABI_S15,495,0.7966585544390707,0.9325225353240968,0.7393939393939394,0,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_05_21_ABI_S15_novelty.png,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_05_21_ABI_S15_examples.csv
2021_10_01_MZT_S8,403,0.8290211657676314,0.9304449930787086,0.739454094292804,0,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_10_01_MZT_S8_novelty.png,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_10_01_MZT_S8_examples.csv
2021_06_10_SLU_S2,453,0.8148477841988432,0.9434216357767582,0.739514348785872,0,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_06_10_SLU_S2_novelty.png,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_06_10_SLU_S2_examples.csv
2021_05_21_ABI_S7,484,0.811102364895012,0.9429242555052042,0.743801652892562,0,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_05_21_ABI_S7_novelty.png,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_05_21_ABI_S7_examples.csv
2021_05_21_ABI_S12,557,0.8025988545996109,0.9340490400791168,0.7450628366247756,0,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_05_21_ABI_S12_novelty.png,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_05_21_ABI_S12_examples.csv
2021_10_01_MZT_S3,639,0.8171572328907881,0.9355858787894248,0.7480438184663537,0,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_10_01_MZT_S3_novelty.png,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_10_01_MZT_S3_examples.csv
2021_05_21_ABI_S2,501,0.8248313314392011,0.9466692954301834,0.7504990019960079,0,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_05_21_ABI_S2_novelty.png,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_05_21_ABI_S2_examples.csv
2021_09_30_MZT_S3,310,0.8105171958320669,0.9383634272962809,0.7516129032258064,0,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_09_30_MZT_S3_novelty.png,/Users/maxchalekson/Projects/NICO-Research/NICO_human-gemini/Attempt_3-Shared-Agenda/Reports/2021_09_30_MZT_S3_examples.csv
