conference,session,m_cut,center_time_sec,window_start_sec,window_end_sec,window_start_mmss,window_end_mmss,duration_sec,num_participants,speaker_top_counts,signals,keywords,summary
2021_06_10_SLU_S1,2021_06_10_SLU_S1,6,626.5753846153846,606.5753846153846,646.5753846153846,10:07,10:47,40.0,7,"Niki Parenteau×13, Rika Anderson×6, Stilianos Louca×5, Morgan Raven×2, Solange Duhamel×2, Erik Sperling×2","rx_decision=2, rx_assign=4, rx_summarize=0, decision_any=6","the, that, and, you, like, are, for, how","In a ~40s window (10:07–10:47), 7 speakers converged (m≥6). Turns by speaker: Niki Parenteau×13, Rika Anderson×6, Stilianos Louca×5, Morgan Raven×2, Solange Duhamel×2, Erik Sperling×2. Signals: rx_decision=2, rx_assign=4, rx_summarize=0, decision_any=6. Salient keywords: the, that, and, you, like, are, for, how. Sample lines: Rika Anderson: “Um, and how would that have affected the amount of primary productivity going on in early Earth as a bioinformatician, I'm thinking of course, how can I look at the data that we have now to try to recreate what were the limiting nutrients um at different periods in Earth history.” (+9.6s) | Niki Parenteau: “Um, my name is Nikki Parenteau and I already..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,7,626.5753846153846,606.5753846153846,646.5753846153846,10:07,10:47,40.0,7,"Niki Parenteau×13, Rika Anderson×6, Stilianos Louca×5, Morgan Raven×2, Solange Duhamel×2, Erik Sperling×2","rx_decision=2, rx_assign=4, rx_summarize=0, decision_any=6","the, that, and, you, like, are, for, how","In a ~40s window (10:07–10:47), 7 speakers converged (m≥7). Turns by speaker: Niki Parenteau×13, Rika Anderson×6, Stilianos Louca×5, Morgan Raven×2, Solange Duhamel×2, Erik Sperling×2. Signals: rx_decision=2, rx_assign=4, rx_summarize=0, decision_any=6. Salient keywords: the, that, and, you, like, are, for, how. Sample lines: Rika Anderson: “Um, and how would that have affected the amount of primary productivity going on in early Earth as a bioinformatician, I'm thinking of course, how can I look at the data that we have now to try to recreate what were the limiting nutrients um at different periods in Earth history.” (+9.6s) | Niki Parenteau: “Um, my name is Nikki Parenteau and I already..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,2,632.7353846153846,612.7353846153846,652.7353846153846,10:13,10:53,40.0,7,"Niki Parenteau×15, Rika Anderson×7, Stilianos Louca×6, Solange Duhamel×3, Erik Sperling×3, Morgan Raven×2","rx_decision=3, rx_assign=5, rx_summarize=0, decision_any=8","the, that, and, you, like, are, how, for","In a ~40s window (10:13–10:53), 7 speakers converged (m≥2). Turns by speaker: Niki Parenteau×15, Rika Anderson×7, Stilianos Louca×6, Solange Duhamel×3, Erik Sperling×3, Morgan Raven×2. Signals: rx_decision=3, rx_assign=5, rx_summarize=0, decision_any=8. Salient keywords: the, that, and, you, like, are, how, for. Sample lines: Niki Parenteau: “Um, so rather than oil, you can also think about kerogen, um, which is a more solid form of a carbon it's it's a very complex thing.” (+15.8s) | Rika Anderson: “Um, and how would that have affected the amount of primary productivity going on in early Earth as a bioinformatician, I'm thinking of course, how can I look at the data that we have now to t..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,3,632.7353846153846,612.7353846153846,652.7353846153846,10:13,10:53,40.0,7,"Niki Parenteau×15, Rika Anderson×7, Stilianos Louca×6, Solange Duhamel×3, Erik Sperling×3, Morgan Raven×2","rx_decision=3, rx_assign=5, rx_summarize=0, decision_any=8","the, that, and, you, like, are, how, for","In a ~40s window (10:13–10:53), 7 speakers converged (m≥3). Turns by speaker: Niki Parenteau×15, Rika Anderson×7, Stilianos Louca×6, Solange Duhamel×3, Erik Sperling×3, Morgan Raven×2. Signals: rx_decision=3, rx_assign=5, rx_summarize=0, decision_any=8. Salient keywords: the, that, and, you, like, are, how, for. Sample lines: Niki Parenteau: “Um, so rather than oil, you can also think about kerogen, um, which is a more solid form of a carbon it's it's a very complex thing.” (+15.8s) | Rika Anderson: “Um, and how would that have affected the amount of primary productivity going on in early Earth as a bioinformatician, I'm thinking of course, how can I look at the data that we have now to t..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,4,632.7353846153846,612.7353846153846,652.7353846153846,10:13,10:53,40.0,7,"Niki Parenteau×15, Rika Anderson×7, Stilianos Louca×6, Solange Duhamel×3, Erik Sperling×3, Morgan Raven×2","rx_decision=3, rx_assign=5, rx_summarize=0, decision_any=8","the, that, and, you, like, are, how, for","In a ~40s window (10:13–10:53), 7 speakers converged (m≥4). Turns by speaker: Niki Parenteau×15, Rika Anderson×7, Stilianos Louca×6, Solange Duhamel×3, Erik Sperling×3, Morgan Raven×2. Signals: rx_decision=3, rx_assign=5, rx_summarize=0, decision_any=8. Salient keywords: the, that, and, you, like, are, how, for. Sample lines: Niki Parenteau: “Um, so rather than oil, you can also think about kerogen, um, which is a more solid form of a carbon it's it's a very complex thing.” (+15.8s) | Rika Anderson: “Um, and how would that have affected the amount of primary productivity going on in early Earth as a bioinformatician, I'm thinking of course, how can I look at the data that we have now to t..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,5,632.7353846153846,612.7353846153846,652.7353846153846,10:13,10:53,40.0,7,"Niki Parenteau×15, Rika Anderson×7, Stilianos Louca×6, Solange Duhamel×3, Erik Sperling×3, Morgan Raven×2","rx_decision=3, rx_assign=5, rx_summarize=0, decision_any=8","the, that, and, you, like, are, how, for","In a ~40s window (10:13–10:53), 7 speakers converged (m≥5). Turns by speaker: Niki Parenteau×15, Rika Anderson×7, Stilianos Louca×6, Solange Duhamel×3, Erik Sperling×3, Morgan Raven×2. Signals: rx_decision=3, rx_assign=5, rx_summarize=0, decision_any=8. Salient keywords: the, that, and, you, like, are, how, for. Sample lines: Niki Parenteau: “Um, so rather than oil, you can also think about kerogen, um, which is a more solid form of a carbon it's it's a very complex thing.” (+15.8s) | Rika Anderson: “Um, and how would that have affected the amount of primary productivity going on in early Earth as a bioinformatician, I'm thinking of course, how can I look at the data that we have now to t..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,6,632.7353846153846,612.7353846153846,652.7353846153846,10:13,10:53,40.0,7,"Niki Parenteau×15, Rika Anderson×7, Stilianos Louca×6, Solange Duhamel×3, Erik Sperling×3, Morgan Raven×2","rx_decision=3, rx_assign=5, rx_summarize=0, decision_any=8","the, that, and, you, like, are, how, for","In a ~40s window (10:13–10:53), 7 speakers converged (m≥6). Turns by speaker: Niki Parenteau×15, Rika Anderson×7, Stilianos Louca×6, Solange Duhamel×3, Erik Sperling×3, Morgan Raven×2. Signals: rx_decision=3, rx_assign=5, rx_summarize=0, decision_any=8. Salient keywords: the, that, and, you, like, are, how, for. Sample lines: Niki Parenteau: “Um, so rather than oil, you can also think about kerogen, um, which is a more solid form of a carbon it's it's a very complex thing.” (+15.8s) | Rika Anderson: “Um, and how would that have affected the amount of primary productivity going on in early Earth as a bioinformatician, I'm thinking of course, how can I look at the data that we have now to t..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,7,632.7353846153846,612.7353846153846,652.7353846153846,10:13,10:53,40.0,7,"Niki Parenteau×15, Rika Anderson×7, Stilianos Louca×6, Solange Duhamel×3, Erik Sperling×3, Morgan Raven×2","rx_decision=3, rx_assign=5, rx_summarize=0, decision_any=8","the, that, and, you, like, are, how, for","In a ~40s window (10:13–10:53), 7 speakers converged (m≥7). Turns by speaker: Niki Parenteau×15, Rika Anderson×7, Stilianos Louca×6, Solange Duhamel×3, Erik Sperling×3, Morgan Raven×2. Signals: rx_decision=3, rx_assign=5, rx_summarize=0, decision_any=8. Salient keywords: the, that, and, you, like, are, how, for. Sample lines: Niki Parenteau: “Um, so rather than oil, you can also think about kerogen, um, which is a more solid form of a carbon it's it's a very complex thing.” (+15.8s) | Rika Anderson: “Um, and how would that have affected the amount of primary productivity going on in early Earth as a bioinformatician, I'm thinking of course, how can I look at the data that we have now to t..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,2,636.5,616.5,656.5,10:16,10:56,40.0,7,"Niki Parenteau×16, Stilianos Louca×6, Rika Anderson×6, Erik Sperling×4, Solange Duhamel×3, Jay Forsythe(he/him)×3","rx_decision=3, rx_assign=5, rx_summarize=0, decision_any=8","the, that, and, you, like, are, for, how","In a ~40s window (10:16–10:56), 7 speakers converged (m≥2). Turns by speaker: Niki Parenteau×16, Stilianos Louca×6, Rika Anderson×6, Erik Sperling×4, Solange Duhamel×3, Jay Forsythe(he/him)×3. Signals: rx_decision=3, rx_assign=5, rx_summarize=0, decision_any=8. Salient keywords: the, that, and, you, like, are, for, how. Sample lines: Niki Parenteau: “Um, so rather than oil, you can also think about kerogen, um, which is a more solid form of a carbon it's it's a very complex thing.” (+12.1s) | Rika Anderson: “Um, and how would that have affected the amount of primary productivity going on in early Earth as a bioinformatician, I'm thinking of course, how can I look at the data that we have ..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,3,636.5,616.5,656.5,10:16,10:56,40.0,7,"Niki Parenteau×16, Stilianos Louca×6, Rika Anderson×6, Erik Sperling×4, Solange Duhamel×3, Jay Forsythe(he/him)×3","rx_decision=3, rx_assign=5, rx_summarize=0, decision_any=8","the, that, and, you, like, are, for, how","In a ~40s window (10:16–10:56), 7 speakers converged (m≥3). Turns by speaker: Niki Parenteau×16, Stilianos Louca×6, Rika Anderson×6, Erik Sperling×4, Solange Duhamel×3, Jay Forsythe(he/him)×3. Signals: rx_decision=3, rx_assign=5, rx_summarize=0, decision_any=8. Salient keywords: the, that, and, you, like, are, for, how. Sample lines: Niki Parenteau: “Um, so rather than oil, you can also think about kerogen, um, which is a more solid form of a carbon it's it's a very complex thing.” (+12.1s) | Rika Anderson: “Um, and how would that have affected the amount of primary productivity going on in early Earth as a bioinformatician, I'm thinking of course, how can I look at the data that we have ..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,4,636.5,616.5,656.5,10:16,10:56,40.0,7,"Niki Parenteau×16, Stilianos Louca×6, Rika Anderson×6, Erik Sperling×4, Solange Duhamel×3, Jay Forsythe(he/him)×3","rx_decision=3, rx_assign=5, rx_summarize=0, decision_any=8","the, that, and, you, like, are, for, how","In a ~40s window (10:16–10:56), 7 speakers converged (m≥4). Turns by speaker: Niki Parenteau×16, Stilianos Louca×6, Rika Anderson×6, Erik Sperling×4, Solange Duhamel×3, Jay Forsythe(he/him)×3. Signals: rx_decision=3, rx_assign=5, rx_summarize=0, decision_any=8. Salient keywords: the, that, and, you, like, are, for, how. Sample lines: Niki Parenteau: “Um, so rather than oil, you can also think about kerogen, um, which is a more solid form of a carbon it's it's a very complex thing.” (+12.1s) | Rika Anderson: “Um, and how would that have affected the amount of primary productivity going on in early Earth as a bioinformatician, I'm thinking of course, how can I look at the data that we have ..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,5,636.5,616.5,656.5,10:16,10:56,40.0,7,"Niki Parenteau×16, Stilianos Louca×6, Rika Anderson×6, Erik Sperling×4, Solange Duhamel×3, Jay Forsythe(he/him)×3","rx_decision=3, rx_assign=5, rx_summarize=0, decision_any=8","the, that, and, you, like, are, for, how","In a ~40s window (10:16–10:56), 7 speakers converged (m≥5). Turns by speaker: Niki Parenteau×16, Stilianos Louca×6, Rika Anderson×6, Erik Sperling×4, Solange Duhamel×3, Jay Forsythe(he/him)×3. Signals: rx_decision=3, rx_assign=5, rx_summarize=0, decision_any=8. Salient keywords: the, that, and, you, like, are, for, how. Sample lines: Niki Parenteau: “Um, so rather than oil, you can also think about kerogen, um, which is a more solid form of a carbon it's it's a very complex thing.” (+12.1s) | Rika Anderson: “Um, and how would that have affected the amount of primary productivity going on in early Earth as a bioinformatician, I'm thinking of course, how can I look at the data that we have ..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,6,636.5,616.5,656.5,10:16,10:56,40.0,7,"Niki Parenteau×16, Stilianos Louca×6, Rika Anderson×6, Erik Sperling×4, Solange Duhamel×3, Jay Forsythe(he/him)×3","rx_decision=3, rx_assign=5, rx_summarize=0, decision_any=8","the, that, and, you, like, are, for, how","In a ~40s window (10:16–10:56), 7 speakers converged (m≥6). Turns by speaker: Niki Parenteau×16, Stilianos Louca×6, Rika Anderson×6, Erik Sperling×4, Solange Duhamel×3, Jay Forsythe(he/him)×3. Signals: rx_decision=3, rx_assign=5, rx_summarize=0, decision_any=8. Salient keywords: the, that, and, you, like, are, for, how. Sample lines: Niki Parenteau: “Um, so rather than oil, you can also think about kerogen, um, which is a more solid form of a carbon it's it's a very complex thing.” (+12.1s) | Rika Anderson: “Um, and how would that have affected the amount of primary productivity going on in early Earth as a bioinformatician, I'm thinking of course, how can I look at the data that we have ..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,7,636.5,616.5,656.5,10:16,10:56,40.0,7,"Niki Parenteau×16, Stilianos Louca×6, Rika Anderson×6, Erik Sperling×4, Solange Duhamel×3, Jay Forsythe(he/him)×3","rx_decision=3, rx_assign=5, rx_summarize=0, decision_any=8","the, that, and, you, like, are, for, how","In a ~40s window (10:16–10:56), 7 speakers converged (m≥7). Turns by speaker: Niki Parenteau×16, Stilianos Louca×6, Rika Anderson×6, Erik Sperling×4, Solange Duhamel×3, Jay Forsythe(he/him)×3. Signals: rx_decision=3, rx_assign=5, rx_summarize=0, decision_any=8. Salient keywords: the, that, and, you, like, are, for, how. Sample lines: Niki Parenteau: “Um, so rather than oil, you can also think about kerogen, um, which is a more solid form of a carbon it's it's a very complex thing.” (+12.1s) | Rika Anderson: “Um, and how would that have affected the amount of primary productivity going on in early Earth as a bioinformatician, I'm thinking of course, how can I look at the data that we have ..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,2,642.0024370430544,622.0024370430544,662.0024370430544,10:22,11:02,40.0,8,"Niki Parenteau×15, Rika Anderson×7, Stilianos Louca×6, Erik Sperling×4, Jay Forsythe(he/him)×3, Solange Duhamel×2","rx_decision=4, rx_assign=5, rx_summarize=0, decision_any=9","the, that, and, you, like, for, there, can","In a ~40s window (10:22–11:02), 8 speakers converged (m≥2). Turns by speaker: Niki Parenteau×15, Rika Anderson×7, Stilianos Louca×6, Erik Sperling×4, Jay Forsythe(he/him)×3, Solange Duhamel×2. Signals: rx_decision=4, rx_assign=5, rx_summarize=0, decision_any=9. Salient keywords: the, that, and, you, like, for, there, can. Sample lines: Niki Parenteau: “Um, so rather than oil, you can also think about kerogen, um, which is a more solid form of a carbon it's it's a very complex thing.” (+6.6s) | Rika Anderson: “Um, and how would that have affected the amount of primary productivity going on in early Earth as a bioinformatician, I'm thinking of course, how can I look at the data that we have..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,3,642.0024370430544,622.0024370430544,662.0024370430544,10:22,11:02,40.0,8,"Niki Parenteau×15, Rika Anderson×7, Stilianos Louca×6, Erik Sperling×4, Jay Forsythe(he/him)×3, Solange Duhamel×2","rx_decision=4, rx_assign=5, rx_summarize=0, decision_any=9","the, that, and, you, like, for, there, can","In a ~40s window (10:22–11:02), 8 speakers converged (m≥3). Turns by speaker: Niki Parenteau×15, Rika Anderson×7, Stilianos Louca×6, Erik Sperling×4, Jay Forsythe(he/him)×3, Solange Duhamel×2. Signals: rx_decision=4, rx_assign=5, rx_summarize=0, decision_any=9. Salient keywords: the, that, and, you, like, for, there, can. Sample lines: Niki Parenteau: “Um, so rather than oil, you can also think about kerogen, um, which is a more solid form of a carbon it's it's a very complex thing.” (+6.6s) | Rika Anderson: “Um, and how would that have affected the amount of primary productivity going on in early Earth as a bioinformatician, I'm thinking of course, how can I look at the data that we have..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,4,642.0024370430544,622.0024370430544,662.0024370430544,10:22,11:02,40.0,8,"Niki Parenteau×15, Rika Anderson×7, Stilianos Louca×6, Erik Sperling×4, Jay Forsythe(he/him)×3, Solange Duhamel×2","rx_decision=4, rx_assign=5, rx_summarize=0, decision_any=9","the, that, and, you, like, for, there, can","In a ~40s window (10:22–11:02), 8 speakers converged (m≥4). Turns by speaker: Niki Parenteau×15, Rika Anderson×7, Stilianos Louca×6, Erik Sperling×4, Jay Forsythe(he/him)×3, Solange Duhamel×2. Signals: rx_decision=4, rx_assign=5, rx_summarize=0, decision_any=9. Salient keywords: the, that, and, you, like, for, there, can. Sample lines: Niki Parenteau: “Um, so rather than oil, you can also think about kerogen, um, which is a more solid form of a carbon it's it's a very complex thing.” (+6.6s) | Rika Anderson: “Um, and how would that have affected the amount of primary productivity going on in early Earth as a bioinformatician, I'm thinking of course, how can I look at the data that we have..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,5,642.0024370430544,622.0024370430544,662.0024370430544,10:22,11:02,40.0,8,"Niki Parenteau×15, Rika Anderson×7, Stilianos Louca×6, Erik Sperling×4, Jay Forsythe(he/him)×3, Solange Duhamel×2","rx_decision=4, rx_assign=5, rx_summarize=0, decision_any=9","the, that, and, you, like, for, there, can","In a ~40s window (10:22–11:02), 8 speakers converged (m≥5). Turns by speaker: Niki Parenteau×15, Rika Anderson×7, Stilianos Louca×6, Erik Sperling×4, Jay Forsythe(he/him)×3, Solange Duhamel×2. Signals: rx_decision=4, rx_assign=5, rx_summarize=0, decision_any=9. Salient keywords: the, that, and, you, like, for, there, can. Sample lines: Niki Parenteau: “Um, so rather than oil, you can also think about kerogen, um, which is a more solid form of a carbon it's it's a very complex thing.” (+6.6s) | Rika Anderson: “Um, and how would that have affected the amount of primary productivity going on in early Earth as a bioinformatician, I'm thinking of course, how can I look at the data that we have..."
